student_track_id,track_id,student_id,track_name,date_enrolled,date_completed,track_completed,days_for_completion,completion_bucket
264,1,7978,"Data Scientist",2022-07-23,NULL,0,NULL,"Not completed"
265,2,7978,"Data Analyst",2022-07-23,NULL,0,NULL,"Not completed"
266,3,7978,"Business Analyst",2022-07-23,NULL,0,NULL,"Not completed"
267,1,7999,"Data Scientist",2022-01-04,NULL,0,NULL,"Not completed"
268,1,8161,"Data Scientist",2022-09-20,NULL,0,NULL,"Not completed"
269,1,8188,"Data Scientist",2022-05-18,NULL,0,NULL,"Not completed"
270,2,8191,"Data Analyst",2022-07-11,NULL,0,NULL,"Not completed"
271,1,8194,"Data Scientist",2022-06-07,NULL,0,NULL,"Not completed"
272,3,8260,"Business Analyst",2022-01-05,NULL,0,NULL,"Not completed"
273,2,8431,"Data Analyst",2022-02-15,NULL,0,NULL,"Not completed"
274,3,8431,"Business Analyst",2022-05-02,NULL,0,NULL,"Not completed"
275,1,8495,"Data Scientist",2022-04-10,NULL,0,NULL,"Not completed"
276,2,8495,"Data Analyst",2022-04-09,NULL,0,NULL,"Not completed"
277,3,8495,"Business Analyst",2022-01-10,NULL,0,NULL,"Not completed"
278,1,8544,"Data Scientist",2022-06-25,NULL,0,NULL,"Not completed"
279,2,8567,"Data Analyst",2022-09-07,NULL,0,NULL,"Not completed"
280,1,8572,"Data Scientist",2022-07-27,NULL,0,NULL,"Not completed"
281,1,8594,"Data Scientist",2022-01-25,NULL,0,NULL,"Not completed"
282,2,8641,"Data Analyst",2022-06-25,NULL,0,NULL,"Not completed"
283,2,9055,"Data Analyst",2022-08-05,NULL,0,NULL,"Not completed"
284,1,9061,"Data Scientist",2022-08-22,NULL,0,NULL,"Not completed"
285,2,9108,"Data Analyst",2022-04-23,NULL,0,NULL,"Not completed"
286,2,9169,"Data Analyst",2022-09-21,NULL,0,NULL,"Not completed"
287,1,9170,"Data Scientist",2022-09-27,NULL,0,NULL,"Not completed"
288,2,9268,"Data Analyst",2022-06-19,NULL,0,NULL,"Not completed"
289,1,9305,"Data Scientist",2022-09-22,NULL,0,NULL,"Not completed"
290,2,9409,"Data Analyst",2022-01-17,NULL,0,NULL,"Not completed"
291,2,9500,"Data Analyst",2022-03-08,NULL,0,NULL,"Not completed"
292,2,9558,"Data Analyst",2022-01-06,NULL,0,NULL,"Not completed"
293,2,9561,"Data Analyst",2022-02-10,NULL,0,NULL,"Not completed"
294,2,9653,"Data Analyst",2022-02-09,NULL,0,NULL,"Not completed"
295,2,9754,"Data Analyst",2022-03-20,NULL,0,NULL,"Not completed"
296,3,9754,"Business Analyst",2022-01-08,NULL,0,NULL,"Not completed"
297,2,9771,"Data Analyst",2022-03-21,NULL,0,NULL,"Not completed"
298,3,9771,"Business Analyst",2022-05-20,NULL,0,NULL,"Not completed"
299,1,9808,"Data Scientist",2022-05-26,NULL,0,NULL,"Not completed"
300,2,10009,"Data Analyst",2022-02-24,NULL,0,NULL,"Not completed"
301,2,10016,"Data Analyst",2022-08-15,NULL,0,NULL,"Not completed"
302,1,10051,"Data Scientist",2022-06-05,NULL,0,NULL,"Not completed"
303,3,10149,"Business Analyst",2022-08-11,NULL,0,NULL,"Not completed"
304,1,10218,"Data Scientist",2022-06-23,NULL,0,NULL,"Not completed"
305,2,10299,"Data Analyst",2022-03-31,NULL,0,NULL,"Not completed"
306,2,10422,"Data Analyst",2022-02-14,NULL,0,NULL,"Not completed"
307,2,10549,"Data Analyst",2022-01-17,2023-05-14,1,482,"366+ days"
308,2,10631,"Data Analyst",2022-09-24,NULL,0,NULL,"Not completed"
309,2,10790,"Data Analyst",2022-03-12,NULL,0,NULL,"Not completed"
310,1,10827,"Data Scientist",2022-09-08,NULL,0,NULL,"Not completed"
311,2,10966,"Data Analyst",2022-03-25,NULL,0,NULL,"Not completed"
312,2,11002,"Data Analyst",2022-08-04,NULL,0,NULL,"Not completed"
313,2,11119,"Data Analyst",2022-04-28,NULL,0,NULL,"Not completed"
314,2,11209,"Data Analyst",2022-06-29,NULL,0,NULL,"Not completed"
315,2,11215,"Data Analyst",2022-05-16,NULL,0,NULL,"Not completed"
316,1,11250,"Data Scientist",2022-04-03,NULL,0,NULL,"Not completed"
317,2,11250,"Data Analyst",2022-04-03,NULL,0,NULL,"Not completed"
318,3,11250,"Business Analyst",2022-04-03,NULL,0,NULL,"Not completed"
319,1,11357,"Data Scientist",2022-03-20,NULL,0,NULL,"Not completed"
320,1,11361,"Data Scientist",2022-03-29,NULL,0,NULL,"Not completed"
321,1,11418,"Data Scientist",2022-08-04,NULL,0,NULL,"Not completed"
322,2,11418,"Data Analyst",2022-08-04,NULL,0,NULL,"Not completed"
323,2,11599,"Data Analyst",2022-01-10,NULL,0,NULL,"Not completed"
324,2,11630,"Data Analyst",2022-01-16,NULL,0,NULL,"Not completed"
325,2,11711,"Data Analyst",2022-04-24,NULL,0,NULL,"Not completed"
326,1,11888,"Data Scientist",2022-01-06,NULL,0,NULL,"Not completed"
327,1,11990,"Data Scientist",2022-04-20,NULL,0,NULL,"Not completed"
328,2,11990,"Data Analyst",2022-04-20,NULL,0,NULL,"Not completed"
329,3,11990,"Business Analyst",2022-04-20,NULL,0,NULL,"Not completed"
330,2,12234,"Data Analyst",2022-02-15,NULL,0,NULL,"Not completed"
331,2,12270,"Data Analyst",2022-03-21,NULL,0,NULL,"Not completed"
332,1,12279,"Data Scientist",2022-06-05,NULL,0,NULL,"Not completed"
333,2,12279,"Data Analyst",2022-06-05,NULL,0,NULL,"Not completed"
334,3,12279,"Business Analyst",2022-08-31,NULL,0,NULL,"Not completed"
335,2,12488,"Data Analyst",2022-08-26,NULL,0,NULL,"Not completed"
336,1,12491,"Data Scientist",2022-01-20,NULL,0,NULL,"Not completed"
337,2,12496,"Data Analyst",2022-07-29,NULL,0,NULL,"Not completed"
338,3,12532,"Business Analyst",2022-03-07,NULL,0,NULL,"Not completed"
339,1,12598,"Data Scientist",2022-08-03,NULL,0,NULL,"Not completed"
340,2,12623,"Data Analyst",2022-01-19,2022-07-06,1,168,"91 to 365 days"
341,2,12786,"Data Analyst",2022-03-31,NULL,0,NULL,"Not completed"
342,3,12816,"Business Analyst",2022-03-31,NULL,0,NULL,"Not completed"
343,2,12897,"Data Analyst",2022-03-27,NULL,0,NULL,"Not completed"
344,3,13073,"Business Analyst",2022-10-06,NULL,0,NULL,"Not completed"
345,1,13114,"Data Scientist",2022-06-15,NULL,0,NULL,"Not completed"
346,2,13180,"Data Analyst",2022-05-24,NULL,0,NULL,"Not completed"
347,2,13182,"Data Analyst",2022-01-26,NULL,0,NULL,"Not completed"
348,1,13296,"Data Scientist",2022-05-09,NULL,0,NULL,"Not completed"
349,2,13538,"Data Analyst",2022-01-07,NULL,0,NULL,"Not completed"
350,2,13595,"Data Analyst",2022-01-18,NULL,0,NULL,"Not completed"
351,3,13595,"Business Analyst",2022-01-18,NULL,0,NULL,"Not completed"
352,2,13621,"Data Analyst",2022-08-09,NULL,0,NULL,"Not completed"
353,1,13656,"Data Scientist",2022-04-08,NULL,0,NULL,"Not completed"
354,2,13832,"Data Analyst",2022-03-06,NULL,0,NULL,"Not completed"
355,1,13973,"Data Scientist",2022-06-15,NULL,0,NULL,"Not completed"
356,2,14000,"Data Analyst",2022-08-15,NULL,0,NULL,"Not completed"
